华北电力大学保定校区,山东,本科一批,文科,579,604,587,0
东南大学,浙江,本科一批,文科,0,0,0,0
新疆大学,四川,本科一批,文科,551,569,565,553
武汉大学,海南,本科一批,文科,0,0,820,0
苏州大学,山东,本科一批,理科,613,619,609,0
北京理工大学,湖南,本科一批,理科,613,639,625,649
中国石油大学（北京）,湖北,本科一批,文科,577,608,582,574
上海大学,西藏,本科一批,文科,520,418,0,0
中国政法大学,江西,本科一批,文科,605,631,616,614
湖南师范大学,浙江,本科一批,综合,606,619,631,625
西南大学,西藏,本科一批,文科,528,550,0,0
国防科技大学,安徽,本科一批,理科,0,637,0,0
大连理工大学,海南,"",理科,722,729,0,0
南京理工大学,浙江,本科一批,文科,0,0,0,0
兰州大学,内蒙古,本科一批,汉授美术,0,0,408,0
北京中医药大学,河北,专科批,理科,0,0,0,0
吉林大学,内蒙古,本科一批,汉授体育,0,0,463,0
华东师范大学,浙江,本科一批,理科,0,0,0,0
北京航空航天大学,新疆,本科一批,文科,0,602,0,0
中国地质大学（北京）,浙江,本科一批,文科,0,0,0,0
哈尔滨工业大学（深圳）,海南,本科一批,综合,0,0,0,739
东北林业大学,海南,"",理科,615,624,0,0
北京理工大学,海南,"",理科,749,736,0,0
石河子大学,山东,"",理科,0,0,0,0
南昌大学,天津,本科一批,文科,555,584,559,0
合肥工业大学宣城校区,四川,本科一批,文科,561,574,573,566
西北工业大学,湖南,本科一批,理科,592,621,605,634
南昌大学,新疆,本科一批,理科,524,565,539,531
天津医科大学,贵州,本科一批,理科,563,604,569,594
华北电力大学保定校区,云南,本科一批,理科,558,600,608,0
北京理工大学,江苏,本科一批,文科,369,378,382,392
中国农业大学,湖北,本科一批,文科,574,607,584,574
中国政法大学,湖北,本科一批,理科,602,628,617,629
广西大学,吉林,本科一批,理科,526,560,552,519
北京中医药大学,黑龙江,本科一批,文科,560,550,573,574
南京师范大学,江苏,本科一批,文科,362,369,370,380
石河子大学,湖北,本科一批,文科,550,584,561,541
西安电子科技大学,河北,本科一批,文科,589,630,611,608
中国矿业大学,江苏,本科一批,理科,352,359,369,376
中国石油大学（北京）,河北,本科一批,文科,605,640,617,610
中南大学,河南,本科一批,文科,602,631,609,627
复旦大学上海医学院,山东,本科一批,理科,671,678,680,0
西南财经大学,北京,本科一批,文科,612,625,615,0
南昌大学,安徽,专科批,理科,416,432,0,0
东北师范大学,湖北,本科一批,理科,553,583,577,594
青海大学,福建,本科一批,理科,462,518,514,558
西南大学,北京,本科一批,综合,0,0,0,603
上海交通大学,黑龙江,本科一批,文科,627,620,640,644
北京交通大学,河南,专科批,理科,0,0,0,0
郑州大学,上海,本科一批,综合,501,505,513,523
兰州大学,四川,本科一批,理科,596,624,638,628
吉林大学,宁夏,本科一批,理科,534,565,555,553
浙江大学,山西,本科一批,文科,601,628,616,620
辽宁大学,内蒙古,本科一批,蒙授理科,486,512,0,0
华北电力大学,河北,本科一批,理科,616,649,627,648
东华大学,山东,本科一批,综合,0,0,0,615
北京林业大学,重庆,本科一批,艺术类,0,0,0,241
中国地质大学（北京）,山东,本科一批,综合,0,0,0,599
中国矿业大学,上海,本科一批,理科,0,0,0,0
中央民族大学,山东,本科一批,综合,0,0,0,623
复旦大学上海医学院,福建,本科一批,理科,620,654,645,673
四川农业大学,内蒙古,本科一批,理科,489,532,519,515
延边大学,海南,本科一批,文科,0,0,628,0
中国传媒大学,江西,本科一批,文科,603,629,613,609
中央民族大学,内蒙古,本科一批,蒙授文科,511,544,548,0
中国传媒大学,山东,本科一批,综合,0,0,0,625
苏州大学,吉林,本科一批,文科,558,582,587,566
厦门大学,天津,本科一批,综合,0,0,0,671
中央民族大学,西藏,本科一批,文科,0,571,0,0
中国石油大学（北京）,宁夏,本科一批,科类,0,0,0,0
北京大学,西藏,本科一批,文科,0,0,0,0
重庆大学,天津,本科一批,综合,0,0,0,660
合肥工业大学,北京,本科一批,综合,0,0,0,588
苏州大学,天津,本科一批,理科,587,613,615,0
西南大学,贵州,本科一批,理科,556,599,567,580
中央民族大学,黑龙江,本科一批,理科,581,600,603,595
南京师范大学,江西,本科一批,文科,586,618,603,595
西北工业大学,甘肃,本科一批,理科,591,619,602,604
中国地质大学（北京）,黑龙江,本科一批,文科,554,558,575,571
东南大学,贵州,本科一批,理科,594,634,621,636
山东大学,四川,本科一批,理科,603,632,648,635
西北工业大学,湖北,本科一批,文科,584,618,594,591
内蒙古大学,陕西,本科一批,文科,537,554,567,573
南京农业大学,湖南,本科一批,文科,595,625,601,607
郑州大学,福建,本科一批,文科,538,598,588,592
延边大学,广东,本科一批,文科,525,554,553,554
西安交通大学,天津,本科一批,综合,0,0,0,670
暨南大学,江苏,本科一批,文科,361,365,367,378
延边大学,广西,本科一批,文科,540,555,533,525
上海交通大学医学院,上海,本科一批,综合,566,578,577,0
郑州大学,青海,本科一批,理科,399,474,490,452
南昌大学,河北,本科一批,文科,594,630,610,606
华北电力大学保定校区,湖北,本科一批,理科,570,600,590,0
中国农业大学,新疆,本科一批,理科,549,595,573,564
北京交通大学,上海,本科一批,综合,535,546,549,546
中国科学技术大学,福建,本科一批,理科,622,662,651,671
东北林业大学,宁夏,本科一批,理科,448,475,462,454
北京化工大学,河南,本科一批,文科,581,614,590,606
南开大学,广西,本科一批,理科,584,639,647,645
北京外国语大学,云南,本科一批,文科,641,649,642,640
中国科学技术大学,甘肃,本科一批,理科,633,655,652,658
陕西师范大学,西藏,本科一批,理科,0,391,0,0
河海大学,西藏,本科一批,文科,0,416,0,0
东南大学,黑龙江,本科一批,理科,626,638,633,645
上海交通大学,海南,本科一批,综合,0,0,0,811
对外经济贸易大学,海南,"",文科,810,805,0,0
西南财经大学,海南,"",文科,769,763,0,0
北京理工大学,西藏,本科一批,理科,381,614,0,0
长安大学,辽宁,本科一批,文科,0,0,0,605
北京交通大学,海南,"",理科,723,730,0,0
西安交通大学,吉林,本科一批,文科,570,602,601,594
南开大学,青海,本科一批,文科,498,583,609,606
同济大学,陕西,本科一批,理科,660,671,669,672
东南大学,湖南,本科一批,理科,613,640,622,645
上海大学,广东,本科一批,理科,563,581,576,608
西安电子科技大学,江苏,本科一批,文科,0,0,0,0
中国海洋大学,吉林,本科一批,理科,558,603,589,589
云南大学,海南,本科一批,综合,0,0,0,664
上海外国语大学,广西,本科一批,理科,577,626,633,619
浙江大学,江西,本科一批,理科,648,673,665,671
华中科技大学,广东,本科一批,文科,585,610,605,604
大连海事大学,山西,本科一批,理科,533,576,561,587
华南师范大学,四川,本科一批,文科,586,592,594,585
苏州大学,辽宁,本科一批,文科,594,608,621,630
东北农业大学,安徽,本科一批,理科,535,563,551,587
新疆大学,安徽,本科一批,文科,528,574,572,568
华北电力大学,安徽,本科一批,理科,577,611,603,633
东北师范大学,新疆,本科一批,文科,542,563,556,546
华中农业大学,四川,本科一批,理科,576,611,620,610
合肥工业大学,陕西,本科一批,理科,551,580,582,566
北京师范大学,海南,本科一批,文科,0,0,807,0
西南财经大学,辽宁,本科一批,理科,631,647,635,643
湖南师范大学,河北,本科一批,理科,579,617,601,629
东北大学,云南,本科一批,文科,601,620,615,616
郑州大学,海南,本科一批,文科,0,0,731,0
中国地质大学（北京）,海南,本科一批,理科,0,0,672,0
华东师范大学,宁夏,本科一批,文科,594,612,0,0
合肥工业大学宣城校区,江苏,本科一批,理科,350,357,368,374
辽宁大学,四川,本科一批,理科,576,610,621,608
石河子大学,陕西,本科一批,理科,480,505,494,491
重庆大学,北京,本科一批,综合,0,0,0,621
武汉大学,内蒙古,本科一批,其他艺术,0,0,529,0
浙江大学,四川,本科一批,理科,671,676,691,682
南昌大学,青海,本科一批,文科,463,508,530,480
北京邮电大学,海南,"",理科,729,744,0,0
中国药科大学,辽宁,本科一批,理科,586,614,599,607
